,Numero_Proyecto_Ley,Título,Sumilla,Etiqueta,Texto
1532,6359,LEY QUE FACULTA LA DEVOLUCIÓN DEL 100% DE LOS FONDOS PRIVADOS DE PENSIONES EN CASO DE MUERTE DEL AFILIADO,LA PRESENTE LEY TIENE POR OBJETO INCORPORAR EL ARTÍCULO 12-A EN EL TEXTO ÚNICO ORDENADO DE LA LEY DEL SISTEMA PRIVADO DE ADMINISTRACIÓN DE FONDOS DE PENSIONES,POSITIVO,LEY QUE FACULTA LA DEVOLUCIÓN DEL 100% DE LOS FONDOS PRIVADOS DE PENSIONES EN CASO DE MUERTE DEL AFILIADO LA PRESENTE LEY TIENE POR OBJETO INCORPORAR EL ARTÍCULO 12-A EN EL TEXTO ÚNICO ORDENADO DE LA LEY DEL SISTEMA PRIVADO DE ADMINISTRACIÓN DE FONDOS DE PENSIONES
1533,1280,LEY QUE FACULTA LA EXPULSIÓN DE EXTRANJEROS SENTENCIADOS POR DELITOS O QUE COMETEN FALTAS,PROPONE FACULTAR LA EXPULSIÓN DE EXTRANJEROS SENTENCIADOS POR DELITOS O QUE COMETEN FALTAS.,POSITIVO,LEY QUE FACULTA LA EXPULSIÓN DE EXTRANJEROS SENTENCIADOS POR DELITOS O QUE COMETEN FALTAS PROPONE FACULTAR LA EXPULSIÓN DE EXTRANJEROS SENTENCIADOS POR DELITOS O QUE COMETEN FALTAS.
1534,5977,LEY QUE FACULTA LA PRIVATIZACIÓN DE PETROPERÚ Y FORTALECE SU GOBERNANZA CORPORATIVA,"PROPONE PROMOVER LA INYECCIÓN DE CAPITAL PRIVADO EN LA EMPRESA PETRÓLEOS DEL PERÚ - PETROPERÚ S.A. Y FORTALECER SU GOBERNANZA CORPORATIVA, A TRAVÉS DE UNA EXHAUSTIVA REVISIÓN DE LA COMPOSICIÓN DE SUS PROCESOS INTERNOS Y BIENESTAR FINANCIERO.",POSITIVO,"LEY QUE FACULTA LA PRIVATIZACIÓN DE PETROPERÚ Y FORTALECE SU GOBERNANZA CORPORATIVA PROPONE PROMOVER LA INYECCIÓN DE CAPITAL PRIVADO EN LA EMPRESA PETRÓLEOS DEL PERÚ - PETROPERÚ S.A. Y FORTALECER SU GOBERNANZA CORPORATIVA, A TRAVÉS DE UNA EXHAUSTIVA REVISIÓN DE LA COMPOSICIÓN DE SUS PROCESOS INTERNOS Y BIENESTAR FINANCIERO."
1535,3760,"LEY QUE FACULTA OPCIONALMENTE, LA EMISIÓN ELECTRÓNICA DE LOS COMPROBANTES DE PAGO, A LOS USUARIOS DE LA ZONA COMERCIAL DE TACNA","PROPONE FACULTAR OPCIONALMENTE, LA EMISIÓN ELECTRÓNICA DE LOS COMPROBANTES DE PAGO, A LOS USUARIOS DE LA ZONA COMERCIAL DE TACNA.",POSITIVO,"LEY QUE FACULTA OPCIONALMENTE, LA EMISIÓN ELECTRÓNICA DE LOS COMPROBANTES DE PAGO, A LOS USUARIOS DE LA ZONA COMERCIAL DE TACNA PROPONE FACULTAR OPCIONALMENTE, LA EMISIÓN ELECTRÓNICA DE LOS COMPROBANTES DE PAGO, A LOS USUARIOS DE LA ZONA COMERCIAL DE TACNA."
1536,1711,LEY QUE FAVORECE A LA POBLACIÓN VULNERABLE MEDIANTE LA FORMALIZACIÓN Y PROMOCIÓN DE LOS ALBERGUES,PROPONE FAVORECER A LA POBLACIÓN VULNERABLE MEDIANTE LA FORMALIZACIÓN Y PROMOCIÓN DE LOS ALBERGUES.,POSITIVO,LEY QUE FAVORECE A LA POBLACIÓN VULNERABLE MEDIANTE LA FORMALIZACIÓN Y PROMOCIÓN DE LOS ALBERGUES PROPONE FAVORECER A LA POBLACIÓN VULNERABLE MEDIANTE LA FORMALIZACIÓN Y PROMOCIÓN DE LOS ALBERGUES.
1537,4901,LEY QUE FAVORECE LA PROFESIONALIZACIÓN DE LOS UNIVERSITARIOS QUE INICIARON ESTUDIOS BAJO LA VIGENCIA DE LA LEY N° 23733.,PROPONE FAVORECER LA PROFESIONALIZACIÓN DE LOS UNIVERSITARIOS QUE INICIARON ESTUDIOS BAJO LA VIGENCIA DE LA LEY N° 23733.,POSITIVO,LEY QUE FAVORECE LA PROFESIONALIZACIÓN DE LOS UNIVERSITARIOS QUE INICIARON ESTUDIOS BAJO LA VIGENCIA DE LA LEY N° 23733. PROPONE FAVORECER LA PROFESIONALIZACIÓN DE LOS UNIVERSITARIOS QUE INICIARON ESTUDIOS BAJO LA VIGENCIA DE LA LEY N° 23733.
1538,9571,LEY QUE FIJA LA EDAD DE 50 AÑOS PARA LA JUBILACIÓN ANTICIPADA Y RESTABLECE EL DERECHO DEL AFILIADO A RETIRAR EL 95.5% DEL MONTO ACUMULADO EN SU CUENTA ÍNDIVIDUAL DE CAPITALIZACIÓN (CIC),"LA PRESENTE LEY TIENE POR OBJETO ESTABLECER TANTO PARA HOMBRES COMO PARA MUJERES, LA EDAD DE 50 AÑOS PARA ACCEDER AL RÉGIMEN ESPECIAL DE JUBILACIÓN ANTICIPADA EN EL SISTEMA PRIVADO DE PENSIONES Y REESTABLECER EL DERECHO DE TODOS LOS AFILIADOS AL SISTEMA PRIVADO DE PENSIONES DE RETIRAR HASTA EL 95.5% DE SUS FONDOS ACUMULADOS EN SUS CUENTAS INDIVIDUALES DE CAPITALIZACIÓN AL MOMENTO DE JUBILARSE, CONFORME LO PREVISTO EN LA VIGÉSIMO CUARTA DISPOSICIÓN FINAL Y TRANSITORIA DEL TUO DE LA LEY DEL SISTEMA PRIVADO DE PENSIONES.",POSITIVO,"LEY QUE FIJA LA EDAD DE 50 AÑOS PARA LA JUBILACIÓN ANTICIPADA Y RESTABLECE EL DERECHO DEL AFILIADO A RETIRAR EL 95.5% DEL MONTO ACUMULADO EN SU CUENTA ÍNDIVIDUAL DE CAPITALIZACIÓN (CIC) LA PRESENTE LEY TIENE POR OBJETO ESTABLECER TANTO PARA HOMBRES COMO PARA MUJERES, LA EDAD DE 50 AÑOS PARA ACCEDER AL RÉGIMEN ESPECIAL DE JUBILACIÓN ANTICIPADA EN EL SISTEMA PRIVADO DE PENSIONES Y REESTABLECER EL DERECHO DE TODOS LOS AFILIADOS AL SISTEMA PRIVADO DE PENSIONES DE RETIRAR HASTA EL 95.5% DE SUS FONDOS ACUMULADOS EN SUS CUENTAS INDIVIDUALES DE CAPITALIZACIÓN AL MOMENTO DE JUBILARSE, CONFORME LO PREVISTO EN LA VIGÉSIMO CUARTA DISPOSICIÓN FINAL Y TRANSITORIA DEL TUO DE LA LEY DEL SISTEMA PRIVADO DE PENSIONES."
1539,11718,LEY QUE FOMENTA LA CONTRATACIÓN DE UN PROFESIONAL DEL TRABAJO SOCIAL PARA PROMOVER EL BIENESTAR LABORAL,PROPONE ESTABLECER COMO OBLIGACIÓN DE LAS EMPRESAS CON MÁS DE CIEN (100) TRABAJADORES EL CONTRATAR LOS SERVICIOS DE UN PROFESIONAL DEL TRABAJO SOCIAL CON LA FINALIDAD DE PROMOVER EL BIENESTAR LABORAL Y MEJORAR LA RELACIÓN ENTRE EL EMPLEADOR Y EL TRABAJADOR.,POSITIVO,LEY QUE FOMENTA LA CONTRATACIÓN DE UN PROFESIONAL DEL TRABAJO SOCIAL PARA PROMOVER EL BIENESTAR LABORAL PROPONE ESTABLECER COMO OBLIGACIÓN DE LAS EMPRESAS CON MÁS DE CIEN (100) TRABAJADORES EL CONTRATAR LOS SERVICIOS DE UN PROFESIONAL DEL TRABAJO SOCIAL CON LA FINALIDAD DE PROMOVER EL BIENESTAR LABORAL Y MEJORAR LA RELACIÓN ENTRE EL EMPLEADOR Y EL TRABAJADOR.
1540,8720,LEY QUE FOMENTA LA INCLUSIÓN DE PAVIMENTOS PODOTÁCTILES EN VÍAS PÚBLICAS DE ALTO TRÁNSITO.,"PROPONE FOMENTAR LA INCLUSIÓN DE PAVIMENTOS PODOTÁCTILES EN VÍAS PÚBLICAS DE ALTO TRÁNSITO, CON EL FIN DE GARANTIZAR LA ACCESIBILIDAD Y SEGURIDAD DE LAS PERSONAS CON DISCAPACIDAD VISUAL.",POSITIVO,"LEY QUE FOMENTA LA INCLUSIÓN DE PAVIMENTOS PODOTÁCTILES EN VÍAS PÚBLICAS DE ALTO TRÁNSITO. PROPONE FOMENTAR LA INCLUSIÓN DE PAVIMENTOS PODOTÁCTILES EN VÍAS PÚBLICAS DE ALTO TRÁNSITO, CON EL FIN DE GARANTIZAR LA ACCESIBILIDAD Y SEGURIDAD DE LAS PERSONAS CON DISCAPACIDAD VISUAL."
1541,5903,LEY QUE FOMENTA LA INVERSIÓN EN LA INDUSTRIA CINEMATOGRÁFICA Y AUDIOVISUAL Y LA PROMOCIÓN DEL USO DE LOCACIONES DEL TERRITORIO NACIONAL,"PROPONE FOMENTAR LA INVERSIÓN PARA EL DESARROLLO DE PRODUCCIONES CINEMATOGRÁFICAS Y AUDIOVISUALES EN TERRITORIO NACIONAL, ASÍ COMO IMPULSAR LA PROMOCIÓN DEL USO DE LOCACIONES DEL TERRITORIO NACIONAL PARA LA PRODUCCIÓN DE OBRAS AUDIOVISUALES. LAS ACTIVIDADES CINEMATOGRÁFICAS Y AUDIOVISUALES SON DE INTERÉS PÚBLICO, SOCIAL Y CULTURAL.",NEGATIVO,"LEY QUE FOMENTA LA INVERSIÓN EN LA INDUSTRIA CINEMATOGRÁFICA Y AUDIOVISUAL Y LA PROMOCIÓN DEL USO DE LOCACIONES DEL TERRITORIO NACIONAL PROPONE FOMENTAR LA INVERSIÓN PARA EL DESARROLLO DE PRODUCCIONES CINEMATOGRÁFICAS Y AUDIOVISUALES EN TERRITORIO NACIONAL, ASÍ COMO IMPULSAR LA PROMOCIÓN DEL USO DE LOCACIONES DEL TERRITORIO NACIONAL PARA LA PRODUCCIÓN DE OBRAS AUDIOVISUALES. LAS ACTIVIDADES CINEMATOGRÁFICAS Y AUDIOVISUALES SON DE INTERÉS PÚBLICO, SOCIAL Y CULTURAL."
1542,4814,"LEY QUE FOMENTA LA PRODUCCION DE ALIMENTOS INOCUOS Y PROHIBE LA FABRICACIÓN, FORMULACIÓN, ALMACENAMIENTO, ENVASADO, IMPORTACIÓN, REGISTRO, DISTRIBUCIÓN, COMERCIALIZACIÓN Y/0 USO DE PLAGUICIDAS QUE CONTENGAN COMO INGREDIENTES ACTIVOS: METHOMIL, OXAMIL, CLORPIRIFOS, GLIFOSATO, MANCOZEB, IMIDACLOPRID, THIAMETOXAM,","PROPONE FOMENTAR LA PRODUCCION DE ALIMENTOS INOCUOS Y PROHIBE LA FABRICACIÓN, FORMULACIÓN, ALMACENAMIENTO, ENVASADO, IMPORTACIÓN, REGISTRO, DISTRIBUCIÓN, COMERCIALIZACIÓN Y/0 USO DE PLAGUICIDAS QUE CONTENGAN COMO INGREDIENTES ACTIVOS: METHOMIL, OXAMIL, CLORPIRIFOS, GLIFOSATO, MANCOZEB, IMIDACLOPRID, THIAMETOXAM,",POSITIVO,"LEY QUE FOMENTA LA PRODUCCION DE ALIMENTOS INOCUOS Y PROHIBE LA FABRICACIÓN, FORMULACIÓN, ALMACENAMIENTO, ENVASADO, IMPORTACIÓN, REGISTRO, DISTRIBUCIÓN, COMERCIALIZACIÓN Y/0 USO DE PLAGUICIDAS QUE CONTENGAN COMO INGREDIENTES ACTIVOS: METHOMIL, OXAMIL, CLORPIRIFOS, GLIFOSATO, MANCOZEB, IMIDACLOPRID, THIAMETOXAM, PROPONE FOMENTAR LA PRODUCCION DE ALIMENTOS INOCUOS Y PROHIBE LA FABRICACIÓN, FORMULACIÓN, ALMACENAMIENTO, ENVASADO, IMPORTACIÓN, REGISTRO, DISTRIBUCIÓN, COMERCIALIZACIÓN Y/0 USO DE PLAGUICIDAS QUE CONTENGAN COMO INGREDIENTES ACTIVOS: METHOMIL, OXAMIL, CLORPIRIFOS, GLIFOSATO, MANCOZEB, IMIDACLOPRID, THIAMETOXAM,"
1543,10921,"LEY QUE FOMENTA LA REACTIVACIÓN DEL SECTOR GANADERO, EXONERANDO EL IMPUESTO GENERAL A LAS VENTAS A LA IMPORTACIÓN DE EMBRIONES DE ESPECIES ANIMALES GANADERAS","PROPONE FOMENTAR LA REACTIVACIÓN DEL SECTOR GANADERO, A TRAVÉS DE LA EXONERACIÓN DEL IMPUESTO GENERAL A LA VENTAS A LA IMPORTACIÓN DE EMBRIONES DE ESPECIES ANIMALES GANADERAS, IDENTIFICADA CON PARTIDA ARANCELARIA 0511.99.40.00, UN MEDIO QUE CONTRIBUYE AL MEJORAMIENTO GENÉTICO DE LA GANADERÍA NACIONAL",POSITIVO,"LEY QUE FOMENTA LA REACTIVACIÓN DEL SECTOR GANADERO, EXONERANDO EL IMPUESTO GENERAL A LAS VENTAS A LA IMPORTACIÓN DE EMBRIONES DE ESPECIES ANIMALES GANADERAS PROPONE FOMENTAR LA REACTIVACIÓN DEL SECTOR GANADERO, A TRAVÉS DE LA EXONERACIÓN DEL IMPUESTO GENERAL A LA VENTAS A LA IMPORTACIÓN DE EMBRIONES DE ESPECIES ANIMALES GANADERAS, IDENTIFICADA CON PARTIDA ARANCELARIA 0511.99.40.00, UN MEDIO QUE CONTRIBUYE AL MEJORAMIENTO GENÉTICO DE LA GANADERÍA NACIONAL"
1544,7606,LEY QUE FOMENTA LAS INVERSIONES EN PESCA Y ACUICULTURA EN LOS GOBIERNOS REGIONALES Y LOCALES,"PROPONE MODIFICAR LA LEY ORGÁNICA DE LOS GOBIERNOS REGIONALES Y LA LEY ORGÁNICA DE MUNICIPALIDADES, A FIN DE QUE LOS GOBIERNOS REGIONALES Y LAS MUNICIPALIDADES PROVINCIALES Y DISTRITALES ASUMAN LAS COMPETENCIAS Y EJERZAN FUNCIONES EN MATERIA PESQUERA Y ACUICULTURA.",POSITIVO,"LEY QUE FOMENTA LAS INVERSIONES EN PESCA Y ACUICULTURA EN LOS GOBIERNOS REGIONALES Y LOCALES PROPONE MODIFICAR LA LEY ORGÁNICA DE LOS GOBIERNOS REGIONALES Y LA LEY ORGÁNICA DE MUNICIPALIDADES, A FIN DE QUE LOS GOBIERNOS REGIONALES Y LAS MUNICIPALIDADES PROVINCIALES Y DISTRITALES ASUMAN LAS COMPETENCIAS Y EJERZAN FUNCIONES EN MATERIA PESQUERA Y ACUICULTURA."
1545,7140,"LEY QUE FORTALECE A LA AGENCIA PERUANA DE COOPERACIÓN INTERNACIONAL EN SUS FUNCIONES DE CONTROL, SUPERVISIÓN Y FISCALIZACIÓN DE LAS ORGANIZACIONES NO GUBERNAMENTALES DE DESARROLLO (ONGD), ENTIDADES E INSTITUCIONES EXTRANJERAS DE COOPERACIÓN TÉCNICA INTERNACIONAL (ENIEX) E INSTITUCIONES PRIVADAS SIN FINES DE LUCRO RECEPTORAS DE DONACIONES DE CARÁCTER ASISTENCIAL O EDUCACIONAL PROVENIENTES DEL EXTERIOR (IPREDA) RECEPTORAS DE LA COOPERACIÓN INTERNACIONAL NO REEMBOLSABLE","PROPONE MODIFICAR LOS ARTÍCULOS 3°, 4°, 21° Y 22°; E INCORPORAR EL ARTÍCULO 23° A LA LEY N°27692, LEY DE CREACIÓN DE LA AGENCIA PERUANA DE COOPERACIÓN INTERNACIONAL – APCI, Y SUS MODIFICATORIAS, CON EL FIN DE FORTALECER LA CAPACIDAD DE SUPERVISIÓN DE ORGANIZACIONES NO GUBERNAMENTALES DE DESARROLLO (ONGD), ENTIDADES E INSTITUCIONES EXTRANJERAS DE COOPERACIÓN TÉCNICA INTERNACIONAL (ENIEX) E INSTITUCIONES PRIVADAS SIN FINES DE LUCRO RECEPTORAS DE DONACIONES DE CARÁCTER ASISTENCIAL O EDUCACIONAL PROVENIENTES DEL EXTERIOR (IPREDA) RECEPTORAS DE LA COOPERACIÓN INTERNACIONAL NO REEMBOLSABLE.",POSITIVO,"LEY QUE FORTALECE A LA AGENCIA PERUANA DE COOPERACIÓN INTERNACIONAL EN SUS FUNCIONES DE CONTROL, SUPERVISIÓN Y FISCALIZACIÓN DE LAS ORGANIZACIONES NO GUBERNAMENTALES DE DESARROLLO (ONGD), ENTIDADES E INSTITUCIONES EXTRANJERAS DE COOPERACIÓN TÉCNICA INTERNACIONAL (ENIEX) E INSTITUCIONES PRIVADAS SIN FINES DE LUCRO RECEPTORAS DE DONACIONES DE CARÁCTER ASISTENCIAL O EDUCACIONAL PROVENIENTES DEL EXTERIOR (IPREDA) RECEPTORAS DE LA COOPERACIÓN INTERNACIONAL NO REEMBOLSABLE PROPONE MODIFICAR LOS ARTÍCULOS 3°, 4°, 21° Y 22°; E INCORPORAR EL ARTÍCULO 23° A LA LEY N°27692, LEY DE CREACIÓN DE LA AGENCIA PERUANA DE COOPERACIÓN INTERNACIONAL – APCI, Y SUS MODIFICATORIAS, CON EL FIN DE FORTALECER LA CAPACIDAD DE SUPERVISIÓN DE ORGANIZACIONES NO GUBERNAMENTALES DE DESARROLLO (ONGD), ENTIDADES E INSTITUCIONES EXTRANJERAS DE COOPERACIÓN TÉCNICA INTERNACIONAL (ENIEX) E INSTITUCIONES PRIVADAS SIN FINES DE LUCRO RECEPTORAS DE DONACIONES DE CARÁCTER ASISTENCIAL O EDUCACIONAL PROVENIENTES DEL EXTERIOR (IPREDA) RECEPTORAS DE LA COOPERACIÓN INTERNACIONAL NO REEMBOLSABLE."
1546,11422,LEY QUE FORTALECE A LAS CAJAS MUNICIPALES Y LES DA MAYOR COMPETITIVIDAD,PROPONE FORTALECER A LAS CAJAS MUNICIPALES Y DARLES MAYOR COMPETITIVIDAD,NEGATIVO,LEY QUE FORTALECE A LAS CAJAS MUNICIPALES Y LES DA MAYOR COMPETITIVIDAD PROPONE FORTALECER A LAS CAJAS MUNICIPALES Y DARLES MAYOR COMPETITIVIDAD
1547,6979,"LEY QUE FORTALECE AL BANCO AGROPECUARIO (AGROBANCO), A FIN DE OTORGAR CRÉDITOS A CERO (0) INTERÉS A LOS AGRICULTORES Y GANADEROS","PROPONE FORTALECER AL BANCO AGROPECUARIO (AGROBANCO), A FIN DE OTORGAR CRÉDITOS A CERO (0) INTERÉS A LOS AGRICULTORES Y GANADEROS.",NEGATIVO,"LEY QUE FORTALECE AL BANCO AGROPECUARIO (AGROBANCO), A FIN DE OTORGAR CRÉDITOS A CERO (0) INTERÉS A LOS AGRICULTORES Y GANADEROS PROPONE FORTALECER AL BANCO AGROPECUARIO (AGROBANCO), A FIN DE OTORGAR CRÉDITOS A CERO (0) INTERÉS A LOS AGRICULTORES Y GANADEROS."
1548,9563,"LEY QUE FORTALECE AL SEGURO SOCIAL DE SALUD (ESSALUD) RESPECTO A SU AUTONOMÍA ADMINISTRATIVA, ECONÓMICA, FINANCIERA Y PRESUPUESTAL","PROPONE MODIFICAR EL DECRETO LEGISLATIVO 1666, DECRETO LEGISLATIVO MARCO DE LA GESTIÓN FISCAL DE LOS RECURSOS HUMANOS DEL SECTOR PÚBLICO, A FIN DE FORTALECER AL SEGURO SOCIAL DE SALUD (ESSALUD) RESPECTO A SU AUTONOMÍA ADMINISTRATIVA, ECONÓMICA, FINANCIERA Y PRESUPUESTAL; EN CONCORDANCIA CON LA NORMATIVIDAD VIGENTE Y LA CONSTITUCIÓN POLÍTICA DEL ESTADO",POSITIVO,"LEY QUE FORTALECE AL SEGURO SOCIAL DE SALUD (ESSALUD) RESPECTO A SU AUTONOMÍA ADMINISTRATIVA, ECONÓMICA, FINANCIERA Y PRESUPUESTAL PROPONE MODIFICAR EL DECRETO LEGISLATIVO 1666, DECRETO LEGISLATIVO MARCO DE LA GESTIÓN FISCAL DE LOS RECURSOS HUMANOS DEL SECTOR PÚBLICO, A FIN DE FORTALECER AL SEGURO SOCIAL DE SALUD (ESSALUD) RESPECTO A SU AUTONOMÍA ADMINISTRATIVA, ECONÓMICA, FINANCIERA Y PRESUPUESTAL; EN CONCORDANCIA CON LA NORMATIVIDAD VIGENTE Y LA CONSTITUCIÓN POLÍTICA DEL ESTADO"
1549,6411,LEY QUE FORTALECE EL ACCESO A LA EDUCACIÓN PRIMARIA Y SECUNDARIA ELIMINANDO LA CUOTA DE INGRESO EN LOS COLEGIOS PARTICULARES,"PROPONE INCORPORAR LOS ARTÍCULOS 3-A, 3-B Y 3-C Y MODIFICAR LOS ARTÍCULOS 14 Y 16 DE LEY 26549, LEY DE LOS CENTROS EDUCATIVOS PRIVADOS, ASÍ COMO LA MODIFICACIÓN DEL 74° DE LA LEY 29571, CÓDIGO DE PROTECCIÓN Y DEFENSA DEL CONSUMIDOR, CON OBJETO DE FORTALECER EL ACCESO A LA EDUCACIÓN BÁSICA REGULAR SUPRIMIENDO LA CUOTA DE INGRESO Y ESTABLECIENDO COMO ÚNICOS PAGOS LA CUOTA DE MATRICULA Y PAGO POR PENSIÓN DE ENSEÑANZA.",POSITIVO,"LEY QUE FORTALECE EL ACCESO A LA EDUCACIÓN PRIMARIA Y SECUNDARIA ELIMINANDO LA CUOTA DE INGRESO EN LOS COLEGIOS PARTICULARES PROPONE INCORPORAR LOS ARTÍCULOS 3-A, 3-B Y 3-C Y MODIFICAR LOS ARTÍCULOS 14 Y 16 DE LEY 26549, LEY DE LOS CENTROS EDUCATIVOS PRIVADOS, ASÍ COMO LA MODIFICACIÓN DEL 74° DE LA LEY 29571, CÓDIGO DE PROTECCIÓN Y DEFENSA DEL CONSUMIDOR, CON OBJETO DE FORTALECER EL ACCESO A LA EDUCACIÓN BÁSICA REGULAR SUPRIMIENDO LA CUOTA DE INGRESO Y ESTABLECIENDO COMO ÚNICOS PAGOS LA CUOTA DE MATRICULA Y PAGO POR PENSIÓN DE ENSEÑANZA."
1550,4952,LEY QUE FORTALECE EL ARTÍCULO 59° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ Y LAS LIBERTADES DE EMPRESA Y COMERCIO.,PROPONE FORTALECER EL ARTÍCULO 59° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ Y LAS LIBERTADES DE EMPRESA Y COMERCIO.,POSITIVO,LEY QUE FORTALECE EL ARTÍCULO 59° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ Y LAS LIBERTADES DE EMPRESA Y COMERCIO. PROPONE FORTALECER EL ARTÍCULO 59° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ Y LAS LIBERTADES DE EMPRESA Y COMERCIO.
1551,996,LEY QUE FORTALECE EL CONTROL GUBERNAMENTAL EN LOS PROYECTOS DE INVERSIÓN EJECUTADOS BAJO LA MODALIDAD DE OBRAS POR IMPUESTO,PROPONE FORTALECER EL CONTROL GUBERNAMENTAL EN LOS PROYECTOS DE INVERSIÓN EJECUTADOS BAJO LA MODALIDAD DE OBRAS POR IMPUESTO.,POSITIVO,LEY QUE FORTALECE EL CONTROL GUBERNAMENTAL EN LOS PROYECTOS DE INVERSIÓN EJECUTADOS BAJO LA MODALIDAD DE OBRAS POR IMPUESTO PROPONE FORTALECER EL CONTROL GUBERNAMENTAL EN LOS PROYECTOS DE INVERSIÓN EJECUTADOS BAJO LA MODALIDAD DE OBRAS POR IMPUESTO.
1552,7316,"LEY QUE FORTALECE EL CONTROL GUBERNAMENTAL SOBRE LOS CONTRATISTAS, SUB CONTRATISTAS, PROYECTISTAS Y SUPERVISORES EN LA EJECUCIÓN DE OBRAS PÚBLICAS","PROPONE FORTALECER EL CONTROL GUBERNAMENTAL SOBRE LA PARTICIPACIÓN DE LOS CONTRATISTAS, SUB CONTRATISTA, PROYECTISTAS Y SUPERVISORES QUE SON CONTRATADOS PARA FINES O COMO PARTE DE LA EJECUCIÓN DE OBRAS EN EL SECTOR PÚBLICO, PRECISANDO LA NATURALEZA DE SUS FUNCIONES Y RESPONSABILIDADES, A EFECTOS DE ASEGURAR EL DESLINDE DE RESPONSABILIDADES BAJO EL ÁMBITO DE LA POTESTAD SANCIONADORA DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA, EN MATERIA DE RESPONSABILIDAD ADMINISTRATIVA FUNCIONAL.",NEGATIVO,"LEY QUE FORTALECE EL CONTROL GUBERNAMENTAL SOBRE LOS CONTRATISTAS, SUB CONTRATISTAS, PROYECTISTAS Y SUPERVISORES EN LA EJECUCIÓN DE OBRAS PÚBLICAS PROPONE FORTALECER EL CONTROL GUBERNAMENTAL SOBRE LA PARTICIPACIÓN DE LOS CONTRATISTAS, SUB CONTRATISTA, PROYECTISTAS Y SUPERVISORES QUE SON CONTRATADOS PARA FINES O COMO PARTE DE LA EJECUCIÓN DE OBRAS EN EL SECTOR PÚBLICO, PRECISANDO LA NATURALEZA DE SUS FUNCIONES Y RESPONSABILIDADES, A EFECTOS DE ASEGURAR EL DESLINDE DE RESPONSABILIDADES BAJO EL ÁMBITO DE LA POTESTAD SANCIONADORA DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA, EN MATERIA DE RESPONSABILIDAD ADMINISTRATIVA FUNCIONAL."
1553,1512,LEY QUE FORTALECE EL CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERÚ,PROPONE FORTALECER EL CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERÚ.,POSITIVO,LEY QUE FORTALECE EL CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERÚ PROPONE FORTALECER EL CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERÚ.
1554,6892,LEY QUE FORTALECE EL DEPORTE DEL FÚTBOL PERUANO,"PROPONE PROMOVER Y CONSOLIDAR EL DESARROLLO INTEGRAL DEL FÚTBOL PERUANO, MEDIANTE LA IMPLEMENTACIÓN DE MEDIDAS QUE FOMENTEN SU CRECIMIENTO, SOSTENIBILIDAD Y EXCELENCIA EN TODAS SUS DIMENSIONES.",NEGATIVO,"LEY QUE FORTALECE EL DEPORTE DEL FÚTBOL PERUANO PROPONE PROMOVER Y CONSOLIDAR EL DESARROLLO INTEGRAL DEL FÚTBOL PERUANO, MEDIANTE LA IMPLEMENTACIÓN DE MEDIDAS QUE FOMENTEN SU CRECIMIENTO, SOSTENIBILIDAD Y EXCELENCIA EN TODAS SUS DIMENSIONES."
1555,8930,LEY QUE FORTALECE EL DERECHO A LA DIGNIDAD DE LAS PERSONAS EN LA ERA DIGITAL.,"PROPONE FORTALECER EL DERECHO FUNDAMENTAL A LA DIGNIDAD DE LAS PERSONAS EN LA ERA DIGITAL; EN PARTICULAR DE LOS MENORES DE EDAD, CUYA INTEGRIDAD MORAL, PSÍQUICA Y FÍSICA, PODRÍAN VERSE COMPROMETIDAS Y/O EXPUESTAS EN PLATAFORMAS DIGITALES Y REDES SOCIALES.",POSITIVO,"LEY QUE FORTALECE EL DERECHO A LA DIGNIDAD DE LAS PERSONAS EN LA ERA DIGITAL. PROPONE FORTALECER EL DERECHO FUNDAMENTAL A LA DIGNIDAD DE LAS PERSONAS EN LA ERA DIGITAL; EN PARTICULAR DE LOS MENORES DE EDAD, CUYA INTEGRIDAD MORAL, PSÍQUICA Y FÍSICA, PODRÍAN VERSE COMPROMETIDAS Y/O EXPUESTAS EN PLATAFORMAS DIGITALES Y REDES SOCIALES."
1556,4596,"LEY QUE FORTALECE EL DESARROLLO ALTERNATIVO, INTEGRAL Y SOSTENIBLE EN ÁREAS CLAVES DE INTERVENCIÓN DEL PROGRAMA ""FONCODES""","PROPONE FORTALECER EL DESARROLLO ALTERNATIVO, INTEGRAL Y SOSTENIBLE EN ÁREAS CLAVES DE INTERVENCIÓN DEL PROGRAMA ""FONCODES"".",POSITIVO,"LEY QUE FORTALECE EL DESARROLLO ALTERNATIVO, INTEGRAL Y SOSTENIBLE EN ÁREAS CLAVES DE INTERVENCIÓN DEL PROGRAMA ""FONCODES"" PROPONE FORTALECER EL DESARROLLO ALTERNATIVO, INTEGRAL Y SOSTENIBLE EN ÁREAS CLAVES DE INTERVENCIÓN DEL PROGRAMA ""FONCODES""."
